계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,익산-장수고속도로,도로,136200000.0,136200000.0
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,전주-광양고속도로,도로,50500000.0,47500000.0
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,주문진-속초고속도로,도로,17500000.0,17500000.0
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,진주-마산고속도로,도로,16000000.0,16000000.0
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,청원-상주고속도로,도로,141100000.0,141100000.0
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,춘천-양양고속도로,도로,15500000.0,15500000.0
도로계정,고속도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,평택-음성고속도로,도로,17500000.0,17500000.0
도로계정,고속도로조사설계,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,고속도로접도구역매수,도로,200000.0,200000.0
도로계정,고속도로조사설계,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,고속도로건설,고속도로조사,도로,43300000.0,45300000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,광주-장성기간10차건설,도로,34500000.0,34500000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,괴산-연풍2기간10차건설,도로,27239000.0,27239000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,구룡-부여기간10차건설,도로,17825000.0,17825000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,기간국도10차건설지원,도로,15300000.0,15300000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,김천-남면기간10차건설,도로,9839000.0,7839000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,남면-약목기간10차건설,도로,17629000.0,15629000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,덕포-신동1기간10차건설,도로,14787000.0,12787000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,덕포-신동2기간10차건설,도로,15037000.0,13037000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,문내-황산기간10차건설,도로,16261000.0,16261000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,미로-삼척기간10차건설,도로,16869000.0,16869000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,보성-이양기간10차건설,도로,42690000.0,42690000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,산청-수동기간10차건설,도로,32626000.0,32626000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,선운사-흥덕기간10차건설,도로,2366000.0,2366000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,쌍백-합천기간10차건설,도로,33758000.0,33758000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,예비비,도로,24933000.0,24933000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,예천-감천기간10차건설,도로,24892000.0,23392000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,원평-금구기간10차건설,도로,17435000.0,17435000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,장안-발안기간10차건설,도로,19750000.0,16750000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,적성-무주IC기간10차건설,도로,15685000.0,15685000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,전도IC-신월기간10차건설,도로,7045000.0,7045000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,집현-생비량기간10차건설,도로,19551000.0,19551000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,합덕-신례원1기간10차건설,도로,17622000.0,17622000.0
도로계정,기간국도10차,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,합덕-신례원2기간10차건설,도로,17661000.0,17661000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,가흥-상망국대도건설,도로,1000000.0,1000000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,관산-벽제국대도건설,도로,1000000.0,1000000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,관산-원당국대도건설,도로,8000000.0,8000000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,관설-봉산국대도건설,도로,9800000.0,9800000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,교리-수상국대도건설,도로,6500000.0,6500000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,구이-이서국대도건설,도로,8284000.0,8284000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,남면-북면국대도건설,도로,6950000.0,6950000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,남면-북면국대도건설(보조),도로,7150000.0,7150000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,내남-외동국대도건설,도로,12000000.0,12000000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,노형-연동국대도건설(보조),도로,74000.0,74000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,농소-불암국대도건설(보조),도로,26000000.0,26000000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,농소-어모국대도건설,도로,11000000.0,11000000.0
도로계정,시관내국도대체우회도로건설,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2007,건설교통부,국도건설,다시-왕곡국대도건설,도로,8500000.0,8500000.0
