계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,공훈발굴및국가유공자등 예우,주요사업비(기금사업비),여비,국외업무여비,일반지출,사회복지,일반회계,2024,국가보훈부,보훈예우 및 국립묘지,국가유공자등예우및지원,보훈,25730.0,25730.0
,공훈발굴및국가유공자등 예우,주요사업비(기금사업비),여비,국외업무여비,일반지출,사회복지,일반회계,2024,국가보훈부,보훈예우 및 국립묘지,독립유공자등자료수집관리,보훈,13169.0,13169.0
,국립묘지조성및관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,사회복지,일반회계,2024,국가보훈부,보훈예우 및 국립묘지,국립묘지현충선양활동,보훈,993.0,993.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,사회복지,일반회계,2024,국가보훈부,보훈행정,본부운영,보훈,14219.0,14219.0
,인건비,인건비(기금인건비),인건비,보수,일반지출,사회복지,일반회계,2024,국가보훈부,보훈행정,본부인건비,보훈,45468.0,45468.0
,일반행정,주요사업비(기금사업비),여비,국외업무여비,일반지출,사회복지,일반회계,2024,국가보훈부,보훈행정,송무지원,보훈,1469.0,1469.0
,참전.제대군인명예선양,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,사회복지,일반회계,2024,국가보훈부,제대군인지원,국제보훈교류협력사업,보훈,7000.0,7000.0
,참전.제대군인명예선양,주요사업비(기금사업비),여비,국외업무여비,일반지출,사회복지,일반회계,2024,국가보훈부,제대군인지원,국제보훈교류협력사업,보훈,56039.0,56039.0
,국내외 인권협력 강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,국제교류협력,일반행정,17300.0,17300.0
,국내외 인권협력 강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,국제교류협력,일반행정,104807.0,104807.0
,기본경비,기본경비(경상운영비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,기관운영 기본경비,일반행정,2082.0,2082.0
,기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,기관운영 기본경비,일반행정,5060.0,5060.0
,사회적 약자 및 소수자 인권보호,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,장애인 인권증진,일반행정,6406.0,6406.0
,사회적 약자 및 소수자 인권보호,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,차별시정 및 혐오 대응 강화,일반행정,3560.0,3560.0
,사회적 약자 및 소수자 인권보호,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,취약분야 인권개선,일반행정,5812.0,5812.0
,인권교육 활성화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,인권교육 기획 및 운영,일반행정,3080.0,3080.0
,인권제도 선진화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,북한인권 개선,일반행정,1500.0,1500.0
,인권제도 선진화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,북한인권 개선,일반행정,9213.0,9213.0
,인권제도 선진화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,정책개발 및 제도개선,일반행정,500.0,500.0
,인권제도 선진화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국가인권위원회,인권보호 및 향상,정책개발 및 제도개선,일반행정,7382.0,7382.0
,국가적중장기 추진과제 지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국제개발협력 총괄 조정 및 지원(ODA),국정운영,8000.0,8000.0
,국가적중장기 추진과제 지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국제개발협력 총괄 조정 및 지원(ODA),국정운영,63066.0,63066.0
,국가적중장기 추진과제 지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,새만금사업추진지원단 운영,국정운영,1301.0,1301.0
,국가적중장기 추진과제 지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,탄소중립녹색성장위원회 운영,국정운영,39421.0,39421.0
,규제개혁,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,규제개혁위원회 운영,국정운영,10048.0,10048.0
,기본경비,기본경비(경상운영비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국무조정실 기본경비,국정운영,32324.0,32324.0
,기본경비,기본경비(경상운영비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국무조정실 기본경비,국정운영,6964.0,6964.0
,기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국무조정실 기본경비,국정운영,41695.0,41695.0
,기본경비,기본경비(경상운영비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국무총리비서실 기본경비,국정운영,700.0,700.0
,기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,조세심판원 기본경비,국정운영,20758.0,20758.0
,대국민 및 정당과의 소통,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,국회·정당 및 시민사회 등과의 소통강화,국정운영,11314.0,0.0
,사회통합 및 안전관리 추진,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,대테러센터 운영,국정운영,2000.0,2000.0
,사회통합 및 안전관리 추진,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,대테러센터 운영,국정운영,8286.0,8286.0
,행정지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,공직복무 관리,국정운영,14493.0,14493.0
,행정지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국무조정실 및 국무총리비서실,국무총리실 행정지원,창의적 업무역량 강화,국정운영,6340.0,6340.0
,기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,기관운영기본경비(비대상),일반행정,1000.0,1000.0
,기본경비,기본경비(경상운영비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,기관운영기본경비(비대상),일반행정,2627.0,2627.0
,기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,기관운영기본경비(비대상),일반행정,33647.0,33647.0
,기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,기관운영기본경비(비대상),일반행정,5980.0,5980.0
,기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,기관운영기본경비(비대상),일반행정,3072.0,3072.0
,기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,기관운영기본경비(비대상),일반행정,36000.0,36000.0
,반부패청렴정책강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,청렴도측정및부패영향평가,일반행정,5052.0,5052.0
,청렴권익대내외협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,청렴권익국제교류,일반행정,7500.0,7500.0
,청렴권익대내외협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,청렴권익국제교류,일반행정,72098.0,72098.0
,청렴권익대내외협력강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,국민권익위원회,국민권익증진,청렴권익국제교류,일반행정,6600.0,6600.0
